ENSGID	CHR	START	END	TSS	STRAND	NAME
ENSG00000109063	17	10531843	10560626	10560626	-	MYH3
ENSG00000133028	17	10575791	10601692	10601692	-	SCO1
ENSG00000170222	17	10600911	10614875	10600911	+	ADPRM
ENSG00000187824	17	10602332	10633340	10633340	-	TMEM220
ENSG00000233670	17	10725787	10741404	10741404	-	PIRT
ENSG00000188803	17	11144530	11467380	11144530	+	SHISA6
ENSG00000007174	17	11501787	11873065	11501787	+	DNAH9
ENSG00000154957	17	11880756	11900792	11900792	-	ZNF18
ENSG00000065559	17	11924146	12047147	11924146	+	MAP2K4
ENSG00000141052	17	12569207	12672266	12569207	+	MYOCD
ENSG00000006740	17	12692815	12894960	12692815	+	ARHGAP44
ENSG00000006744	17	12894929	12921382	12921382	-	ELAC2
ENSG00000153976	17	13397349	13505246	13505246	-	HS3ST3A1
ENSG00000006695	17	13972807	14135053	13972807	+	COX10
ENSG00000223510	17	14138990	14140179	14140179	-	CDRT15
ENSG00000125430	17	14204398	14252721	14204398	+	HS3ST3B1
ENSG00000109099	17	15133090	15175609	15175609	-	PMP22
ENSG00000125409	17	15207128	15244949	15244949	-	TEKT3
ENSG00000239704	17	15339332	15379042	15379042	-	CDRT4
ENSG00000175106	17	15405578	15466909	15466909	-	TVP23C
ENSG00000241322	17	15468798	15522826	15522826	-	CDRT1
ENSG00000221926	17	15531274	15587625	15587625	-	TRIM16
ENSG00000187607	17	15602891	15624101	15602891	+	ZNF286A
ENSG00000255104	17	15602866	15649254	15602866	+	ZNF286A-TBC1D26
ENSG00000214946	17	15635561	15649476	15635561	+	TBC1D26
ENSG00000170425	17	15848444	15879060	15848444	+	ADORA2B
ENSG00000214941	17	15879874	15903031	15903031	-	ZSWIM7
ENSG00000011295	17	15903098	15948329	15903098	+	TTC19
ENSG00000141027	17	15932379	16121499	16121499	-	NCOR1
ENSG00000108474	17	16120505	16255111	16120505	+	PIGL
ENSG00000166582	17	16245848	16256970	16256970	-	CENPV
ENSG00000170315	17	16284112	16286059	16284112	+	UBB
ENSG00000187688	17	16318885	16340317	16318885	+	TRPV2
ENSG00000181350	17	16344891	16395507	16395507	-	LRRC75A
ENSG00000141040	17	16450268	16472518	16472518	-	ZNF287
ENSG00000197566	17	16524048	16557170	16557170	-	ZNF624
ENSG00000170160	17	16592851	16681195	16592851	+	CCDC144A
ENSG00000240505	17	16833130	16875432	16875432	-	TNFRSF13B
ENSG00000133030	17	16945771	17120993	16945771	+	MPRIP
ENSG00000179598	17	17104309	17109647	17109647	-	PLD6
ENSG00000154803	17	17115526	17140502	17140502	-	FLCN
ENSG00000141030	17	17149930	17184587	17184587	-	COPS3
ENSG00000205309	17	17206649	17250977	17206649	+	NT5M
ENSG00000141026	17	17380308	17396535	17380308	+	MED9
ENSG00000108551	17	17397751	17399709	17399709	-	RASD1
ENSG00000133027	17	17408877	17495022	17495022	-	PEMT
ENSG00000108557	17	17584772	17714767	17584772	+	RAI1
ENSG00000072310	17	17713713	17740316	17740316	-	SREBF1
ENSG00000175662	17	17746825	17875736	17875736	-	TOM1L2
ENSG00000171962	17	17876127	17920203	17876127	+	DRC3
ENSG00000171953	17	17880723	17942523	17942523	-	ATPAF2
ENSG00000141034	17	17942722	17971719	17942722	+	GID4
ENSG00000108591	17	17991206	18011284	17991206	+	DRG2
ENSG00000091536	17	18012070	18083116	18012070	+	MYO15A
ENSG00000091542	17	18086392	18113268	18086392	+	ALKBH5
ENSG00000131899	17	18128949	18148189	18128949	+	LLGL1
ENSG00000177731	17	18148129	18162052	18162052	-	FLII
ENSG00000177427	17	18163911	18169866	18163911	+	MIEF2
ENSG00000177302	17	18174742	18218321	18218321	-	TOP3A
ENSG00000176994	17	18218607	18231370	18218607	+	SMCR8
ENSG00000176974	17	18231174	18266877	18266877	-	SHMT1
ENSG00000214860	17	18281092	18292961	18281092	+	EVPLL
ENSG00000171916	17	18380051	18398259	18380051	+	LGALS9C
ENSG00000189375	17	18537560	18547740	18547740	-	TBC1D28
ENSG00000249459	17	18565250	18585159	18585159	-	ZNF286B
ENSG00000108448	17	18625550	18638773	18625550	+	TRIM16L
ENSG00000171931	17	18647339	18682662	18647339	+	FBXW10
ENSG00000171928	17	18684424	18710027	18684424	+	TVP23B
ENSG00000141127	17	18743398	18834600	18743398	+	PRPSAP2
ENSG00000154025	17	18853658	18925908	18853658	+	SLC5A10
ENSG00000188522	17	18872102	18908077	18908077	-	FAM83G
ENSG00000154016	17	18923969	18950324	18950324	-	GRAP
ENSG00000189152	17	19030848	19062500	19030848	+	GRAPL
ENSG00000072134	17	19118928	19240028	19118928	+	EPN2
ENSG00000108641	17	19237621	19281506	19281506	-	B9D1
ENSG00000166484	17	19281034	19286857	19281034	+	MAPK7
ENSG00000166482	17	19286755	19290503	19290503	-	MFAP4
ENSG00000128482	17	19314438	19320589	19314438	+	RNF112
ENSG00000142494	17	19398698	19482347	19398698	+	SLC47A1
ENSG00000072210	17	19551449	19589073	19551449	+	ALDH3A2
ENSG00000180638	17	19581601	19622292	19622292	-	SLC47A2
ENSG00000108602	17	19641297	19652256	19652256	-	ALDH3A1
ENSG00000083290	17	19674142	19771249	19771249	-	ULK2
ENSG00000108599	17	19807615	19881656	19881656	-	AKAP10
ENSG00000128487	17	19912178	20222339	19912178	+	SPECC1
ENSG00000170298	17	20352708	20370852	20370852	-	LGALS9B
ENSG00000214819	17	20483037	20484224	20483037	+	CDRT15L2
ENSG00000205212	17	20796705	20799333	20799333	-	CCDC144NL
ENSG00000124422	17	20902909	20947073	20947073	-	USP22
ENSG00000109016	17	21026677	21096578	21026677	+	DHRS7B
ENSG00000178307	17	21101267	21117489	21117489	-	TMEM11
ENSG00000034152	17	21187984	21218544	21187984	+	MAP2K3
ENSG00000184185	17	21279669	21323182	21279669	+	KCNJ12
ENSG00000212719	17	21331575	21477781	21477781	-	LINC02693
ENSG00000263563	17	21730699	21731615	21730699	+	UBBP4
ENSG00000256618	17	22022437	22023991	22022437	+	MTRNR2L1
ENSG00000109046	17	25621102	25642952	25621102	+	WSB1
ENSG00000141068	17	25783474	25953464	25783474	+	KSR1
ENSG00000168961	17	25956824	25976586	25956824	+	LGALS9
ENSG00000007171	17	26083792	26127555	26127555	-	NOS2
ENSG00000232859	17	26205340	26221778	26221778	-	LYRM9
ENSG00000087095	17	26368763	26523407	26368763	+	NLK
ENSG00000109084	17	26646226	26655711	26646226	+	TMEM97
ENSG00000109083	17	26655351	26662515	26662515	-	IFT20
ENSG00000109079	17	26662628	26674035	26662628	+	TNFAIP1
ENSG00000004142	17	26673659	26684550	26684550	-	POLDIP2
ENSG00000244045	17	26684665	26690705	26684665	+	TMEM199
ENSG00000109072	17	26694305	26700110	26700110	-	VTN
ENSG00000004139	17	26691378	26731067	26691378	+	SARM1
ENSG00000076351	17	26721661	26734215	26734215	-	SLC46A1
ENSG00000007216	17	26800311	26824799	26800311	+	SLC13A2
ENSG00000109101	17	26833261	26865918	26833261	+	FOXN1
ENSG00000109103	17	26873726	26879649	26879649	-	UNC119
ENSG00000087111	17	26880401	26898812	26898812	-	PIGS
ENSG00000109107	17	26900133	26903966	26903966	-	ALDOC
ENSG00000076382	17	26904583	26926043	26926043	-	SPAG5
ENSG00000167524	17	26782770	26941215	26941215	-	RSKR
ENSG00000007202	17	26941464	26972472	26972472	-	BLTP2
ENSG00000132581	17	26975364	26989207	26989207	-	SDF2
ENSG00000109111	17	26989216	27029697	26989216	+	SUPT6H
ENSG00000167525	17	27030215	27038906	27038906	-	PROCA1
ENSG00000109113	17	27041299	27045447	27045447	-	RAB34
ENSG00000198242	17	27047003	27051377	27047003	+	RPL23A
ENSG00000160606	17	27051366	27054953	27054953	-	TLCD1
ENSG00000160602	17	27052915	27070473	27052915	+	NEK8
ENSG00000076604	17	27071029	27077974	27071029	+	TRAF4
ENSG00000173065	17	27082998	27182250	27182250	-	FAM222B
ENSG00000132591	17	27182028	27188079	27182028	+	ERAL1
ENSG00000132589	17	27206353	27224751	27224751	-	FLOT2
ENSG00000167536	17	27224799	27230097	27230097	-	DHRS13
ENSG00000109118	17	27232268	27278789	27278789	-	PHF12
ENSG00000179761	17	27277531	27384234	27277531	+	PIPOX
ENSG00000063015	17	27281919	27333458	27333458	-	SEZ6
ENSG00000196535	17	27398140	27507416	27507416	-	MYO18A
ENSG00000108255	17	27573877	27581512	27573877	+	CRYBA1
ENSG00000108256	17	27582857	27621166	27621166	-	NUFIP2
ENSG00000160551	17	27717381	27878921	27717381	+	TAOK1
ENSG00000168792	17	27887565	27894055	27894055	-	ABHD15
ENSG00000167543	17	27893070	27900175	27893070	+	TP53I13
ENSG00000108262	17	27900493	27921072	27921072	-	GIT1
ENSG00000198720	17	27916787	27941779	27916787	+	ANKRD13B
ENSG00000167549	17	27941774	27949930	27949930	-	CORO6
ENSG00000141298	17	27952956	28257294	28257294	-	SSH2
ENSG00000176927	17	28256218	28435470	28256218	+	EFCAB5
ENSG00000126653	17	28442539	28513493	28442539	+	NSRP1
ENSG00000108576	17	28521337	28563020	28563020	-	SLC6A4
ENSG00000108578	17	28575221	28619074	28619074	-	BLMH
ENSG00000182271	17	28643351	28661077	28661077	-	TMIGD1
ENSG00000108582	17	28705945	28797007	28705945	+	CPD
ENSG00000108587	17	28804380	28854610	28804380	+	GOSR1
ENSG00000266733	17	28880520	28889935	28880520	+	TBC1D29P
ENSG00000176390	17	29096406	29151710	29151710	-	CRLF3
ENSG00000176208	17	29158984	29222887	29158984	+	ATAD5
ENSG00000172171	17	29224354	29233256	29233256	-	TEFM
ENSG00000184060	17	29233362	29286340	29233362	+	ADAP2
ENSG00000181481	17	29298002	29326929	29298002	+	RNF135
ENSG00000196712	17	29421945	29709134	29421945	+	NF1
ENSG00000126861	17	29599031	29624557	29624557	-	OMG
ENSG00000185862	17	29630788	29641123	29641123	-	EVI2B
ENSG00000126860	17	29643428	29648767	29648767	-	EVI2A
ENSG00000131242	17	29718693	29865230	29718693	+	RAB11FIP4
ENSG00000172301	17	30178890	30186310	30186310	-	COPRS
ENSG00000108651	17	30187923	30228727	30228727	-	UTP6
ENSG00000178691	17	30264026	30328057	30264026	+	SUZ12
ENSG00000185158	17	30334402	30380523	30334402	+	LRRC37B
ENSG00000126858	17	30469473	30580393	30469473	+	RHOT1
ENSG00000141314	17	30592851	30651678	30592851	+	RHBDL3
ENSG00000108666	17	30651584	30677042	30677042	-	C17orf75
ENSG00000010244	17	30677151	30708904	30677151	+	ZNF207
ENSG00000108671	17	30771397	30810337	30771397	+	PSMD11
ENSG00000176749	17	30814011	30818271	30814011	+	CDK5R1
ENSG00000176658	17	30819540	31204195	31204195	-	MYO1D
ENSG00000006042	17	31254928	31272124	31254928	+	TMEM98
ENSG00000141316	17	31297394	31324895	31297394	+	SPACA3
ENSG00000108684	17	31340105	32501983	32501983	-	ASIC2
ENSG00000108691	17	32582293	32584227	32582293	+	CCL2
ENSG00000108688	17	32597240	32599261	32597240	+	CCL7
ENSG00000172156	17	32612761	32615353	32612761	+	CCL11
ENSG00000108700	17	32646454	32648421	32646454	+	CCL8
ENSG00000181374	17	32683499	32685629	32683499	+	CCL13
ENSG00000108702	17	32687347	32690252	32690252	-	CCL1
ENSG00000197322	17	32901142	32906388	32906388	-	TMEM132E-DT
ENSG00000181291	17	32906506	32966337	32906506	+	TMEM132E
ENSG00000132141	17	33254878	33308097	33308097	-	CCT6B
ENSG00000198783	17	33288559	33290796	33288559	+	ZNF830
ENSG00000005156	17	33307531	33336762	33307531	+	LIG3
ENSG00000092871	17	33333009	33416338	33416338	-	RFFL
ENSG00000185379	17	33419240	33448541	33448541	-	RAD51D
ENSG00000073598	17	33448634	33457751	33448634	+	FNDC8
ENSG00000073536	17	33455749	33469323	33469323	-	NLE1
ENSG00000141161	17	33474836	33516364	33474836	+	UNC45B
ENSG00000164729	17	33519539	33521412	33521412	-	SLC35G3
ENSG00000166750	17	33570090	33600674	33570090	+	SLFN5
ENSG00000172716	17	33677324	33700720	33700720	-	SLFN11
ENSG00000172123	17	33737941	33760302	33760302	-	SLFN12
ENSG00000154760	17	33762115	33775856	33775856	-	SLFN13
ENSG00000205045	17	33791268	33864697	33864697	-	SLFN12L
ENSG00000236320	17	33871004	33887838	33887838	-	SLFN14
ENSG00000108733	17	33901814	33905882	33905882	-	PEX12
ENSG00000006125	17	33905065	34053432	33905065	+	AP2B1
ENSG00000205020	17	34538310	34540280	34538310	+	CCL4L1
ENSG00000205021	17	34623842	34625731	34625731	-	CCL3L1
ENSG00000197262	17	34639793	34641846	34639793	+	CCL4L2
ENSG00000161583	17	34745936	34808104	34808104	-	TBC1D3G
ENSG00000185128	17	36283971	36294915	36283971	+	TBC1D3F
ENSG00000197681	17	36337711	36358166	36358166	-	TBC1D3
ENSG00000125691	17	37004113	37010017	37010017	-	RPL23
ENSG00000002834	17	37026112	37078023	37026112	+	LASP1
ENSG00000204952	17	37092685	37123656	37123656	-	FBXO47
ENSG00000161381	17	37219566	37310647	37310647	-	PLXDC1
ENSG00000141748	17	37313147	37323737	37323737	-	ARL5C
ENSG00000067191	17	37329706	37353955	37353955	-	CACNB1
ENSG00000108298	17	37356536	37361093	37356536	+	RPL19
ENSG00000141750	17	37366794	37382198	37382198	-	STAC2
ENSG00000108306	17	37408916	37558776	37558776	-	FBXL20
ENSG00000125686	17	37560538	37607525	37607525	-	MED1
ENSG00000167258	17	37617739	37723812	37617739	+	CDK12
ENSG00000171532	17	37759789	37766030	37766030	-	NEUROD2
ENSG00000131771	17	37782993	37792879	37782993	+	PPP1R1B
ENSG00000131748	17	37793343	37820454	37793343	+	STARD3
ENSG00000173991	17	37821602	37822807	37821602	+	TCAP
ENSG00000141744	17	37824234	37826728	37824234	+	PNMT
ENSG00000161395	17	37827375	37853050	37853050	-	PGAP3
ENSG00000141736	17	37844167	37886679	37844167	+	ERBB2
ENSG00000141741	17	37884749	37886785	37886785	-	MIEN1
ENSG00000141738	17	37894180	37903544	37894180	+	GRB7
ENSG00000161405	17	37913971	38020565	38020565	-	IKZF3
ENSG00000186075	17	38024455	38034149	38024455	+	ZPBP2
ENSG00000073605	17	38060848	38076107	38076107	-	GSDMB
ENSG00000172057	17	38077294	38083854	38083854	-	ORMDL3
ENSG00000204913	17	38083985	38101252	38083985	+	LRRC3C
ENSG00000167914	17	38109516	38134021	38109516	+	GSDMA
ENSG00000108344	17	38137060	38154212	38137060	+	PSMD3
ENSG00000108342	17	38171614	38174066	38171614	+	CSF3
ENSG00000008838	17	38175350	38217468	38217468	-	MED24
ENSG00000126351	17	38214543	38250120	38214543	+	THRA
ENSG00000126368	17	38249046	38256842	38256842	-	NR1D1
ENSG00000188895	17	38278224	38293170	38278224	+	MSL1
ENSG00000108349	17	38296571	38328424	38296571	+	CASC3
ENSG00000108352	17	38333263	38351908	38333263	+	RAPGEFL1
ENSG00000171475	17	38375556	38440388	38375556	+	WIPF2
ENSG00000094804	17	38444131	38460909	38444131	+	CDC6
ENSG00000131759	17	38465432	38513895	38465432	+	RARA
ENSG00000183153	17	38516904	38520989	38520989	-	GJD3
ENSG00000131747	17	38544777	38574148	38574148	-	TOP2A
ENSG00000141753	17	38599702	38613977	38599702	+	IGFBP4
ENSG00000131746	17	38632080	38657875	38657875	-	TNS4
ENSG00000126353	17	38710021	38721724	38721724	-	CCR7
ENSG00000073584	17	38781214	38804906	38804906	-	SMARCE1
ENSG00000264058	17	38783608	38821393	38821393	-	ENSG00000264058
ENSG00000213424	17	38810917	38821433	38821433	-	KRT222
ENSG00000167916	17	38854243	38860004	38860004	-	KRT24
ENSG00000204897	17	38904273	38911583	38911583	-	KRT25
ENSG00000186393	17	38922490	38928453	38928453	-	KRT26
ENSG00000171446	17	38933060	38938802	38938802	-	KRT27
ENSG00000173908	17	38948448	38956211	38956211	-	KRT28
ENSG00000186395	17	38974369	38978866	38978866	-	KRT10
ENSG00000167920	17	38975353	38992522	38975353	+	KRT10-AS1
ENSG00000187242	17	39017555	39023475	39023475	-	KRT12
ENSG00000171431	17	39032141	39041494	39041494	-	KRT20
ENSG00000108244	17	39078952	39093898	39093898	-	KRT23
ENSG00000196859	17	39114669	39123200	39123200	-	KRT39
ENSG00000204889	17	39133967	39143387	39143387	-	KRT40
ENSG00000212899	17	39149682	39150416	39150416	-	KRTAP3-3
ENSG00000212900	17	39155445	39156158	39156158	-	KRTAP3-2
ENSG00000212901	17	39164773	39175576	39175576	-	KRTAP3-1
ENSG00000221852	17	39182278	39183460	39183460	-	KRTAP1-5
ENSG00000204887	17	39185603	39186447	39186447	-	KRTAP1-4
ENSG00000221880	17	39190136	39191126	39191126	-	KRTAP1-3
ENSG00000188581	17	39196793	39197702	39197702	-	KRTAP1-1
ENSG00000212725	17	39202793	39203568	39203568	-	KRTAP2-1
ENSG00000214518	17	39210750	39211482	39211482	-	KRTAP2-2
ENSG00000212724	17	39215492	39216366	39216366	-	KRTAP2-3
ENSG00000213417	17	39221368	39222131	39222131	-	KRTAP2-4
ENSG00000240871	17	39240402	39241396	39240402	+	KRTAP4-7
ENSG00000204880	17	39253233	39254394	39254394	-	KRTAP4-8
ENSG00000241241	17	39257754	39258461	39258461	-	KRTAP4-16
ENSG00000212722	17	39261641	39262740	39261641	+	KRTAP4-9
ENSG00000212721	17	39273433	39274625	39274625	-	KRTAP4-11
ENSG00000213416	17	39279343	39280434	39280434	-	KRTAP4-12
ENSG00000198090	17	39295685	39296796	39296796	-	KRTAP4-6
ENSG00000198271	17	39305176	39306077	39306077	-	KRTAP4-5
ENSG00000171396	17	39315901	39317000	39317000	-	KRTAP4-4
ENSG00000196156	17	39323483	39324473	39324473	-	KRTAP4-3
ENSG00000244537	17	39333698	39334473	39334473	-	KRTAP4-2
ENSG00000198443	17	39340352	39341163	39341163	-	KRTAP4-1
ENSG00000240542	17	39346139	39346891	39346139	+	KRTAP9-1
ENSG00000239886	17	39382900	39383904	39382900	+	KRTAP9-2
ENSG00000204873	17	39388701	39389706	39388701	+	KRTAP9-3
ENSG00000187272	17	39394251	39395256	39394251	+	KRTAP9-8
ENSG00000241595	17	39405939	39406905	39405939	+	KRTAP9-4
ENSG00000198083	17	39411636	39412616	39411636	+	KRTAP9-9
ENSG00000212659	17	39421630	39422112	39421630	+	KRTAP9-6
ENSG00000180386	17	39431950	39432459	39431950	+	KRTAP9-7
ENSG00000212658	17	39458078	39459103	39459103	-	KRTAP29-1
ENSG00000212657	17	39463952	39465561	39465561	-	KRTAP16-1
ENSG00000186860	17	39471164	39471962	39471962	-	KRTAP17-1
ENSG00000006059	17	39502344	39507080	39507080	-	KRT33A
ENSG00000131738	17	39519750	39526065	39526065	-	KRT33B
ENSG00000131737	17	39533921	39538558	39538558	-	KRT34
ENSG00000094796	17	39549973	39553860	39553860	-	KRT31
ENSG00000108417	17	39576799	39580837	39580837	-	KRT37
ENSG00000171360	17	39592406	39597235	39597235	-	KRT38
ENSG00000108759	17	39615765	39623638	39623638	-	KRT32
ENSG00000197079	17	39632962	39637403	39637403	-	KRT35
ENSG00000126337	17	39642388	39648798	39648798	-	KRT36
ENSG00000171401	17	39657233	39661957	39661957	-	KRT13
ENSG00000171346	17	39669997	39678781	39678781	-	KRT15
ENSG00000171345	17	39679869	39684560	39684560	-	KRT19
ENSG00000171403	17	39722088	39728311	39728311	-	KRT9
ENSG00000186847	17	39738531	39743147	39743147	-	KRT14
ENSG00000186832	17	39766030	39772151	39772151	-	KRT16
ENSG00000128422	17	39775694	39781094	39781094	-	KRT17
ENSG00000173801	17	39910856	39943183	39943183	-	JUP
ENSG00000173812	17	39845137	39848920	39845137	+	EIF1
ENSG00000184502	17	39868583	39872221	39868583	+	GAST
ENSG00000173805	17	39873994	39890896	39890896	-	HAP1
ENSG00000141696	17	39958199	39968856	39968856	-	P3H4
ENSG00000141756	17	39968932	39979465	39968932	+	FKBP10
ENSG00000141698	17	39981309	39992512	39992512	-	NT5C3B
ENSG00000161594	17	39991937	40004636	39991937	+	KLHL10
ENSG00000178502	17	40004770	40021676	40021676	-	KLHL11
ENSG00000131473	17	40023170	40086795	40086795	-	ACLY
ENSG00000173786	17	40118781	40129758	40118781	+	CNP
ENSG00000168259	17	40128439	40173394	40173394	-	DNAJC7
ENSG00000168256	17	40163400	40177662	40163400	+	NKIRAS2
ENSG00000187595	17	40177594	40250497	40250497	-	ZNF385C
ENSG00000108771	17	40253422	40264732	40264732	-	DHX58
ENSG00000108773	17	40265129	40273385	40273385	-	KAT2A
ENSG00000108774	17	40276996	40307062	40307062	-	RAB5C
ENSG00000089558	17	40308909	40333160	40333160	-	KCNH4
ENSG00000161610	17	40336078	40337470	40337470	-	HCRT
ENSG00000167925	17	40340817	40346531	40346531	-	GHDC
ENSG00000173757	17	40351194	40440651	40440651	-	STAT5B
ENSG00000126561	17	40439565	40463961	40439565	+	STAT5A
ENSG00000168610	17	40465342	40540558	40540558	-	STAT3
ENSG00000177469	17	40554467	40575274	40575274	-	CAVIN1
ENSG00000033627	17	40610862	40674600	40610862	+	ATP6V0A1
ENSG00000108784	17	40688259	40696467	40688259	+	NAGLU
ENSG00000108786	17	40704940	40707232	40704940	+	HSD17B1
ENSG00000068120	17	40713485	40718295	40713485	+	COASY
ENSG00000108788	17	40719090	40725257	40719090	+	MLX
ENSG00000131470	17	40724328	40729849	40729849	-	PSMC3IP
ENSG00000141699	17	40731531	40762641	40762641	-	RETREG3
ENSG00000131462	17	40761659	40767256	40761659	+	TUBG1
ENSG00000037042	17	40811302	40819024	40811302	+	TUBG2
ENSG00000068137	17	40819932	40829012	40829012	-	PLEKHH3
ENSG00000184451	17	40830907	40835935	40835935	-	CCR10
ENSG00000108797	17	40834549	40852011	40834549	+	CNTNAP1
ENSG00000108799	17	40852293	40897067	40897067	-	EZH1
ENSG00000131477	17	40910465	40915059	40910465	+	RAMP2
ENSG00000131475	17	40925467	40931617	40925467	+	VPS25
ENSG00000126562	17	40932628	40949084	40932628	+	WNK4
ENSG00000183978	17	40947165	40950722	40950722	-	COA3
ENSG00000176563	17	40950818	40963605	40950818	+	CNTD1
ENSG00000126581	17	40962152	40985367	40985367	-	BECN1
ENSG00000131467	17	40976402	40995777	40976402	+	PSME3
ENSG00000131480	17	40996597	41002724	40996597	+	AOC2
ENSG00000131471	17	41003201	41010147	41003201	+	AOC3
ENSG00000131482	17	41052814	41066455	41052814	+	G6PC1
ENSG00000266967	17	41102543	41116515	41116515	-	AARSD1
ENSG00000267060	17	41120105	41132450	41132450	-	PTGES3L
ENSG00000198863	17	41132582	41147159	41132582	+	RUNDC1
ENSG00000131469	17	41150290	41154976	41150290	+	RPL27
ENSG00000068079	17	41158757	41166473	41158757	+	IFI35
ENSG00000108828	17	41166624	41177140	41177140	-	VAT1
ENSG00000108830	17	41177248	41184058	41177248	+	RND2
ENSG00000012048	17	41196312	41322262	41322262	-	BRCA1
ENSG00000188554	17	41322498	41363708	41322498	+	NBR1
ENSG00000184988	17	41363854	41372061	41363854	+	TMEM106A
ENSG00000175906	17	41476361	41478505	41476361	+	ARL4D
ENSG00000067596	17	41561233	41687706	41561233	+	DHX8
ENSG00000175832	17	41605212	41656988	41656988	-	ETV4
ENSG00000005102	17	41717757	41739290	41739290	-	MEOX1
ENSG00000167941	17	41831106	41836159	41836159	-	SOST
ENSG00000108861	17	41843493	41856345	41856345	-	DUSP3
ENSG00000231256	17	41857803	41864988	41857803	+	CFAP97D1
ENSG00000161647	17	41878167	41910538	41910538	-	MPP3
ENSG00000161649	17	41924516	41941007	41924516	+	CD300LG
ENSG00000108852	17	41952725	41987079	41987079	-	MPP2
ENSG00000267496	17	41994562	41995353	41994562	+	FAM215A
ENSG00000108849	17	42018172	42019844	42019844	-	PPY
ENSG00000131096	17	42030101	42081837	42081837	-	PYY
ENSG00000161653	17	42081990	42086436	42081990	+	NAGS
ENSG00000091947	17	42088556	42101314	42101314	-	TMEM101
ENSG00000161654	17	42111696	42144987	42144987	-	LSM12
ENSG00000141349	17	42147988	42159519	42147988	+	G6PC3
ENSG00000108840	17	42154114	42201070	42201070	-	HDAC5
ENSG00000125319	17	42219274	42239844	42219274	+	HROB
ENSG00000161664	17	42247815	42256452	42247815	+	ASB16
ENSG00000168591	17	42264338	42269297	42264338	+	TMUB2
ENSG00000087152	17	42269173	42277481	42277481	-	ATXN7L3
ENSG00000108312	17	42282401	42298994	42298994	-	UBTF
ENSG00000004939	17	42325758	42345509	42345509	-	SLC4A1
ENSG00000108309	17	42385781	42396038	42385781	+	RUNDC3A
ENSG00000013306	17	42396993	42402238	42402238	-	SLC25A39
ENSG00000030582	17	42422614	42430474	42422614	+	GRN
ENSG00000161682	17	42430583	42441221	42441221	-	FAM171A2
ENSG00000005961	17	42449548	42467017	42467017	-	ITGA2B
ENSG00000186566	17	42472649	42580798	42580798	-	GPATCH8
ENSG00000180340	17	42634852	42638630	42634852	+	FZD2
ENSG00000180336	17	42733772	42767676	42733772	+	MEIOC
ENSG00000180329	17	42750437	42767147	42767147	-	CCDC43
ENSG00000161692	17	42785976	42829632	42785976	+	DBF4B
ENSG00000073670	17	42836356	42859214	42836356	+	ADAM11
ENSG00000182963	17	42875816	42908184	42908184	-	GJC1
ENSG00000131097	17	42923721	42927844	42923721	+	HIGD1B
ENSG00000108883	17	42927316	42976813	42976813	-	EFTUD2
ENSG00000167131	17	42976510	42982758	42976510	+	CCDC103
ENSG00000214447	17	42980801	42982758	42980801	+	FAM187A
ENSG00000131095	17	42980527	42994305	42994305	-	GFAP
ENSG00000186185	17	43002077	43025141	43025141	-	KIF18B
ENSG00000131094	17	43037061	43045671	43045671	-	C1QL1
ENSG00000172992	17	43100706	43138499	43138499	-	DCAKD
ENSG00000136448	17	43035360	43186384	43035360	+	NMT1
ENSG00000161714	17	43186327	43210721	43210721	-	PLCD3
ENSG00000181513	17	43209967	43221548	43209967	+	ACBD4
ENSG00000186834	17	43225842	43229466	43225842	+	HEXIM1
ENSG00000168517	17	43238067	43247407	43238067	+	HEXIM2
ENSG00000184922	17	43298811	43324686	43298811	+	FMNL1
ENSG00000184361	17	43331760	43339461	43339461	-	SPATA32
ENSG00000159314	17	43471268	43511787	43511787	-	ARHGAP27
ENSG00000225190	17	43513266	43568124	43568124	-	PLEKHM1
ENSG00000120088	17	43861643	43913194	43861643	+	CRHR1
ENSG00000185294	17	43922247	43924433	43922247	+	SPPL2C
ENSG00000186868	17	43971893	44105700	43971893	+	MAPT
ENSG00000256762	17	44076616	44077060	44076616	+	STH
ENSG00000120071	17	44107282	44302755	44302755	-	KANSL1
ENSG00000228696	17	44352150	44439132	44439132	-	ARL17B
ENSG00000176681	17	44370099	44415443	44370099	+	LRRC37A
ENSG00000238083	17	44588874	44634276	44588874	+	LRRC37A2
ENSG00000185829	17	44577146	44657061	44657061	-	ARL17A
ENSG00000073969	17	44668035	44835045	44668035	+	NSF
ENSG00000108379	17	44839872	44910520	44910520	-	WNT3
ENSG00000158955	17	44910567	44964096	44910567	+	WNT9B
ENSG00000108433	17	45000441	45052890	45000441	+	GOSR2
ENSG00000179673	17	45055522	45056619	45056619	-	RPRML
ENSG00000004897	17	45195069	45266788	45266788	-	CDC27
ENSG00000198336	17	45277812	45301045	45277812	+	MYL4
ENSG00000259207	17	45331193	45391109	45331193	+	ITGB3
ENSG00000259753	17	45331263	45421658	45331263	+	ENSG00000259753
ENSG00000178852	17	45400656	45518678	45400656	+	EFCAB13
ENSG00000141279	17	45600308	45702031	45600308	+	NPEPPS
ENSG00000108424	17	45726842	45762871	45726842	+	KPNB1
ENSG00000198933	17	45771527	45789418	45771527	+	TBKBP1
ENSG00000073861	17	45810602	45823488	45810602	+	TBX21
ENSG00000006025	17	45884738	45899169	45899169	-	OSBPL7
ENSG00000159111	17	45900638	45908907	45908907	-	MRPL10
