hgnc_id	GeneSymbol	gene	TSSD	length	CDS_length	pLI	LOEUF	ABC_count	ABC_length_per_type	Roadmap_count	Roadmap_length_per_type	promoter_count	connect_decile	connect_quantile	connectedness	PPI_degree_decile	PPI_degree_quantile	PPI_degree_cat	TF	HI	hs
HGNC:27455	ENSG00000167771	RCOR2	33	5.934	1.572	0.2071	0.456	98	1.96529591836735	110	4.14181818181818	3	0	0	0	5	3	1	0	0	0.0255337281343012
HGNC:25845	ENSG00000110583	NAA40	33	18.36	0.714	9.7852e-09	1.281	107	1.77226168224299	49	0.436734693877551	2	0	0	0	6	3	1	0	0	0.0125017779233646
HGNC:2294	ENSG00000176340	COX8A	33	1.923	0.21	0.11606	1.837	81	1.76381481481481	54	0.555555555555556	1	9	5	1	6	3	1	0	0	0.0658861863087322
HGNC:23077	ENSG00000167770	OTUB1	33	15.958	0.861	0.97107	0.309	71	1.85928169014085	37	0.4	2	0	0	0	9	5	1	0	1	0.173108777745469
HGNC:29598	ENSG00000133315	MACROD1	30	167.555	1.005	0.56909	0.499	97	1.6080206185567	107	1.71028037383178	6	5	3	1	4	2	1	0	0	0.040444356513333
HGNC:3760	ENSG00000126500	FLRT1	31	83.242	2.025	0.35651	0.587	12	2.981	108	12.7833333333333	0	7	4	1	7	4	1	0	0	0.199757590103153
HGNC:11387	ENSG00000168439	STIP1	28	19.271	1.773	0.99987	0.201	129	1.54934108527132	8	0.2	5	0	0	0	10	5	1	0	1	0.406583565448678
HGNC:23151	ENSG00000149781	FERMT3	28	17.213	2.004	0.00026014	0.562	113	1.70061061946903	103	2.10097087378641	1	10	5	1	5	3	1	0	0	0.000398940860415087
HGNC:20316	ENSG00000149743	TRPT1	29	2.455	0.768	0.0022209	0.997	131	1.6894427480916	100	1.012	2	2	1	1	5	3	1	0	0	0.000190652212682935
HGNC:28189	ENSG00000149761	NUDT22	29	4.745	0.912	4.5224e-07	1.351	131	1.6894427480916	80	1.06	5	0	0	0	2	1	1	0	0	0.000132821509000314
HGNC:5271	ENSG00000110011	DNAJC4	29	4.008	0.75	1.8113e-10	1.727	131	1.71996946564886	70	0.677142857142857	11	3	2	1	2	1	1	0	0	0.000556175559023266
HGNC:12681	ENSG00000173511	VEGFB	29	4.68	0.624	1.3114e-09	1.873	120	1.57601666666667	73	0.512328767123288	5	9	5	1	8	4	1	0	0	0.000498133133565541
HGNC:3718	ENSG00000173486	FKBP2	29	3.129	0.516	0.049274	1.089	131	1.65699236641221	75	1.09333333333333	9	7	4	1	7	4	1	0	0	0.138590212286125
HGNC:9057	ENSG00000173457	PPP1R14B	30	2.464	0.444	0.0043794	1.554	131	1.74570992366412	67	0.764179104477612	12	0	0	0	2	1	1	0	0	3.16449621092941e-05
HGNC:9056	ENSG00000149782	PLCB3	30	17.62	3.705	0.93999	0.312	129	1.80668992248062	78	0.807692307692308	2	6	3	1	9	5	1	0	1	0.0447018791377508
HGNC:936	ENSG00000002330	BAD	31	14.874	0.507	0.0046237	1.533	131	1.57430534351145	33	0.666666666666667	5	10	5	1	9	5	1	0	0	3.29636701701204e-05
HGNC:24300	ENSG00000173264	GPR137	30	19.438	1.428	0.66798	0.435	131	1.57430534351145	100	1.752	14	5	3	1	1	1	1	0	0	0.112273559072059
HGNC:6279	ENSG00000182450	KCNK4	31	8.729	1.182	0.005677	0.831	17	1.49647058823529	109	3.34311926605505	5	0	0	0	1	1	1	0	0	0.00168644367149305
HGNC:19231	ENSG00000219435	CATSPERZ	31	4.412	0.603	0.020057	1.018	88	1.68996590909091	109	2.76880733944954	4	1	1	1	0	0	0	0	0	0.167411770730935
HGNC:3471	ENSG00000173153	ESRRA	32	11.246	1.521	0.59696	0.49	131	1.62078625954198	84	0.714285714285714	5	0	0	0	7	4	1	1	0	0.231070641479915
HGNC:26940	ENSG00000173113	TRMT112	32	1.099	0.378	0.13916	1.094	127	1.75566141732283	21	0.266666666666667	5	0	0	0	8	4	1	0	0	0.0263566730949211
HGNC:9355	ENSG00000126432	PRDX5	32	3.69	0.645	0.00017921	1.282	127	1.75566141732283	94	0.876595744680851	3	5	3	1	9	5	1	0	0	0.000358541655973871
HGNC:26757	ENSG00000168071	CCDC88B	31	17.33	4.431	1.399e-09	0.528	78	1.55175641025641	85	1.29882352941176	8	9	5	1	1	1	1	0	0	0.00530564148119475
HGNC:10433	ENSG00000162302	RPS6KA4	32	13.067	2.319	0.99715	0.268	128	1.8078515625	0	0	4	7	4	1	8	4	1	0	1	0.352818817450525
HGNC:18120	ENSG00000168065	SLC22A11	37	17.185	1.653	1.2995e-07	1.022	53	2.57443396226415	56	0.575	5	0	0	0	3	2	1	0	0	3.13231990277545e-05
HGNC:17989	ENSG00000197891	SLC22A12	42	11.712	1.662	1.6891e-13	1.299	5	1.3392	77	0.984415584415584	5	0	0	0	1	1	1	0	0	0.07054956820151
HGNC:8009	ENSG00000110076	NRXN2	46	117.023	5.139	0.99934	0.258	75	2.00622666666667	109	6.30825688073394	15	4	2	1	8	4	1	0	1	0.07314508349616
HGNC:9879	ENSG00000068831	RASGRP2	41	18.545	1.833	0.2436	0.447	106	1.79359433962264	109	3.79449541284404	9	10	5	1	6	3	1	0	0	0.0328516131444287
HGNC:9726	ENSG00000068976	PYGM	39	13.585	2.529	2.033e-13	0.874	100	2.00496	100	1.906	7	9	5	1	9	5	1	0	0	0.000740793972442506
HGNC:12950	ENSG00000168066	SF1	39	14.18	2.295	0.99943	0.183	114	1.26680701754386	110	6.71818181818182	14	9	5	1	10	5	1	0	1	0.239149964092364
HGNC:6864	ENSG00000168067	MAP4K2	36	18.323	2.463	1.5422e-11	0.689	93	1.54279569892473	110	6.05454545454545	5	6	3	1	8	4	1	0	0	0.00197731913885225
HGNC:7010	ENSG00000133895	MEN1	35	7.784	1.959	0.99971	0.171	102	1.68677450980392	60	0.62	3	5	3	1	8	4	1	0	1	0.264742429503465
HGNC:29829	ENSG00000171219	CDC42BPG	34	21.601	4.656	4.5623e-26	0.839	115	2.03947826086957	49	0.383673469387755	3	6	3	1	7	4	1	0	0	0.00903439448458944
HGNC:3242	ENSG00000110047	EHD1	36	36.654	1.647	0.98342	0.281	127	2.55868503937008	104	1.13846153846154	16	9	5	1	6	3	1	0	1	0.256455099944233
HGNC:29028	ENSG00000110046	ATG2A	36	22.665	5.817	0.053526	0.346	118	1.67738983050847	92	0.854347826086957	2	0	0	0	5	3	1	0	0	0.0328782035602596
HGNC:9310	ENSG00000068971	PPP2R5B	36	16.922	1.494	0.98416	0.3	104	1.36217307692308	88	0.729545454545455	3	5	3	1	9	5	1	0	1	0.291792953554705
HGNC:18054	ENSG00000149735	GPHA2	36	1.422	0.39	1.4418e-08	1.935	28	2.13021428571429	37	0.502702702702703	1	1	1	1	4	2	1	0	0	0.000423491365505926
HGNC:27441	ENSG00000168070	MAJIN	36	34.591	0.651	0.00050954	1.056	59	1.94172881355932	92	0.856521739130435	3	0	0	0	0	0	0	0	0	0.000179009158086289
HGNC:25163	ENSG00000168062	BATF2	36	9.073	0.825	0.58536	1.068	72	1.18441666666667	106	1.97735849056604	2	8	4	1	4	2	1	1	0	0.0744671340737285
HGNC:693	ENSG00000213465	ARL2	36	8.024	0.555	0.021417	1	79	1.33003797468354	45	0.342222222222222	3	0	0	0	7	4	1	0	0	0.0514588812347577
HGNC:49197	ENSG00000273003	ARL2-SNX15	36	26.388	0.342	NA	NA	79	1.33003797468354	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:14978	ENSG00000110025	SNX15	37	13.133	1.029	3.97e-06	1.054	67	1.53008955223881	30	0.34	2	0	0	0	3	2	1	0	0	0.000594528598164754
HGNC:30179	ENSG00000168061	SAC3D1	37	3.927	1.077	0.0005748	1.729	63	1.42088888888889	45	0.444444444444444	4	2	1	1	7	4	1	0	0	NA
HGNC:23536	ENSG00000168060	NAALADL1	36	13.735	2.376	1.8164e-21	1.204	5	1.7288	51	0.756862745098039	2	2	1	1	4	2	1	0	0	0.000254807701320813
HGNC:14626	ENSG00000146670	CDCA5	40	17.864	0.924	0.0011583	1.143	62	1.57048387096774	102	1.05294117647059	3	10	5	1	10	5	1	0	0	0.00182299534630182
HGNC:12868	ENSG00000162300	ZFPL1	40	4.188	0.933	0.0087619	0.769	62	1.57048387096774	25	0.448	3	1	1	1	3	2	1	0	0	0.0524123122866645
HGNC:49389	ENSG00000187066	TMEM262	40	4.396	0.351	0.0002911	1.853	8	0.802	104	1.29615384615385	0	0	0	0	0	0	0	0	0	NA
HGNC:1172	ENSG00000149823	VPS51	40	22.538	2.349	1.052e-08	0.924	68	1.68198529411765	61	0.550819672131148	1	4	2	1	8	4	1	0	0	0.0209694519475659
HGNC:11863	ENSG00000149809	TM7SF2	40	4.539	1.257	1.366e-07	1.017	94	1.29145744680851	109	1.50275229357798	1	9	5	1	5	3	1	0	0	0.00911822511367113
HGNC:1177	ENSG00000174276	ZNHIT2	42	1.298	1.212	2.2483e-05	1.434	83	1.18028915662651	18	0.577777777777778	2	9	5	1	4	2	1	0	0	0.000487090859614088
HGNC:3597	ENSG00000149806	FAU	42	1.547	0.402	0.85252	0.476	83	1.18028915662651	101	0.853465346534653	3	9	5	1	10	5	1	0	0	0.123475794701057
HGNC:20738	ENSG00000162298	SYVN1	42	12.751	1.854	0.9997	0.171	94	1.0308829787234	79	0.924050632911392	8	6	3	1	8	4	1	0	1	0.262778288676979
HGNC:1176	ENSG00000149792	MRPL49	42	5.188	0.501	0.00031078	1.497	83	1.18028915662651	0	0	2	0	0	0	10	5	1	0	0	0.000183790534169519
HGNC:32681	ENSG00000204710	SPDYC	44	3.09	0.882	4.8667e-05	1.045	23	0.957304347826087	67	0.77910447761194	1	0	0	0	0	0	0	0	0	0.0181939404960066
HGNC:1476	ENSG00000014216	CAPN1	44	31.44	2.145	5.8554e-10	0.706	97	1.36781443298969	88	0.795454545454545	14	7	4	1	9	5	1	0	0	0.0387279813060982
HGNC:30073	ENSG00000014138	POLA2	43	43.669	1.797	8.7346e-07	0.65	95	1.78987368421053	111	3.61441441441441	7	0	0	0	9	5	1	0	0	0.0178731985546355
HGNC:16263	ENSG00000149798	CDC42EP2	42	7.551	0.633	0.039267	1.767	120	2.24034166666667	99	2.51515151515152	2	7	4	1	5	3	1	0	0	0.0820865418405127
HGNC:9964	ENSG00000133884	DPF2	43	20.41	1.218	0.99985	0.161	128	2.2794140625	74	0.481081081081081	1	0	0	0	7	4	1	0	1	0.356370617849102
HGNC:18334	ENSG00000173825	TIGD3	42	2.862	1.416	2.63e-10	1.492	127	2.58936220472441	81	1.27654320987654	1	2	1	1	0	0	0	1	0	0.000120851712819366
HGNC:27442	ENSG00000162241	SLC25A45	46	8.509	0.867	4.2329e-07	1.361	131	2.9860534351145	82	0.841463414634146	2	0	0	0	0	0	0	0	0	0.000203707978937508
HGNC:25462	ENSG00000126391	FRMD8	46	26.904	1.395	0.11432	0.526	131	2.9860534351145	106	2.63584905660377	1	0	0	0	3	2	1	0	0	0.00610389311356484
HGNC:14372	ENSG00000142186	SCYL1	48	13.627	2.427	2.5187e-08	0.677	131	3.70006106870229	60	0.806666666666667	4	7	4	1	7	4	1	0	0	0.027123170249762
HGNC:6716	ENSG00000168056	LTBP3	48	20.371	3.912	0.68647	0.335	107	3.17032710280374	72	1.13611111111111	18	9	5	1	5	3	1	0	0	0.0331175941772442
HGNC:11328	ENSG00000173465	ZNRD2	49	3.482	0.6	1.8426e-07	1.725	129	2.91745736434109	14	0.4	1	1	1	1	6	3	1	0	0	0.0271554441227253
HGNC:16708	ENSG00000176973	FAM89B	49	1.849	0.57	0.05231	1.648	128	2.9018671875	13	0.307692307692308	2	0	0	0	2	1	1	0	0	0.0135334143894714
HGNC:30682	ENSG00000173442	EHBP1L1	49	16.604	4.572	7.1163e-13	0.659	0	0	109	3.08623853211009	2	8	4	1	1	1	1	0	0	0.0150968712051682
HGNC:6282	ENSG00000173338	KCNK7	45	3.16	0.924	3.478e-05	1.666	75	3.07290666666667	110	2.34727272727273	2	2	1	1	0	0	0	0	0	0.00893070841477563
HGNC:6850	ENSG00000173327	MAP3K11	44	17.626	2.544	0.010875	0.479	121	2.03414876033058	70	0.757142857142857	3	7	4	1	8	4	1	0	0	0.0342033677583973
HGNC:18760	ENSG00000197136	PCNX3	44	21.663	6.105	0.99999	0.227	121	2.03414876033058	66	0.76969696969697	3	6	3	1	3	2	1	0	1	0.0202504323543376
HGNC:10885	ENSG00000213445	SIPA1	40	12.817	3.129	0.0045822	0.511	130	2.06961538461538	109	2.05137614678899	10	5	3	1	5	3	1	0	0	0.0350844481647409
HGNC:9955	ENSG00000173039	RELA	40	9.491	1.656	0.99948	0.181	129	1.38761240310078	104	2.71346153846154	8	8	4	1	10	5	1	1	1	0.309475497668227
HGNC:5275	ENSG00000172977	KAT5	38	7.608	1.641	0.088234	0.472	105	1.42846666666667	77	0.52987012987013	3	4	2	1	10	5	1	0	0	0.0457689110854694
HGNC:24116	ENSG00000172922	RNASEH2C	38	6.813	0.744	0.0054985	1.467	109	1.39377064220183	59	0.31864406779661	2	3	2	1	3	2	1	0	0	0.00095334407107661
HGNC:25104	ENSG00000254470	AP5B1	40	7.078	2.637	4.2746e-11	1.239	106	1.51054716981132	0	0	0	0	0	0	4	2	1	0	0	0.00321589899527
HGNC:8525	ENSG00000172818	OVOL1	40	10.151	0.804	0.87808	0.422	38	1.68452631578947	106	2.54150943396226	6	6	3	1	3	2	1	1	0	0.209515877409761
HGNC:1874	ENSG00000172757	CFL1	43	39.004	0.615	0.55563	0.716	109	0.800697247706422	23	0.365217391304348	15	0	0	0	10	5	1	0	0	0.0310008612965381
HGNC:26423	ENSG00000172803	SNX32	42	23.062	1.212	1.8347e-18	1.399	98	1.58414285714286	100	3.06	2	0	0	0	3	2	1	0	0	0.0024796858283687
HGNC:29814	ENSG00000172732	MUS81	43	10.527	1.656	8.8469e-13	0.986	109	0.800697247706422	84	0.90952380952381	9	6	3	1	9	5	1	0	0	0.0023623120757388
HGNC:3219	ENSG00000172638	EFEMP2	44	7.151	1.332	0.0081938	0.601	103	1.1248932038835	83	1.03614457831325	12	9	5	1	7	4	1	0	0	0.0626578314306664
HGNC:2546	ENSG00000172543	CTSW	44	3.932	1.221	6.8595e-12	1.376	52	0.929384615384615	88	1.28863636363636	1	0	0	0	1	1	1	0	0	0.00782582946813003
HGNC:3705	ENSG00000172500	FIBP	42	4.791	1.095	4.3854e-06	1.041	118	1.06854237288136	89	1.30337078651685	1	4	2	1	6	3	1	0	0	0.00228997478324385
HGNC:24926	ENSG00000175602	CCDC85B	42	0.962	0.609	0.31331	1.137	118	1.06854237288136	109	3.67155963302752	2	10	5	1	8	4	1	0	0	0.0970965502268284
HGNC:13718	ENSG00000175592	FOSL1	42	8.524	0.816	0.15849	0.748	115	1.20278260869565	109	4.64036697247706	3	0	0	0	7	4	1	1	0	0.220049947862763
HGNC:28801	ENSG00000175573	C11orf68	42	2.252	0.882	0.24562	0.843	124	1.08533064516129	107	3.73271028037383	3	6	3	1	6	3	1	0	0	0.0366321551573645
HGNC:3019	ENSG00000175550	DRAP1	42	2.289	0.639	0.1299	0.795	124	1.08533064516129	109	3.19633027522936	15	6	3	1	6	3	1	1	0	0.169513577678353
HGNC:26555	ENSG00000175513	TSGA10IP	43	14.518	1.671	NA	NA	14	0.835928571428571	0	0	0	0	0	0	3	2	1	0	NA	NA
HGNC:10538	ENSG00000175467	SART1	43	18.409	2.403	0.88163	0.337	103	1.06119417475728	30	0.82	1	4	2	1	10	5	1	0	0	0.130382762960329
HGNC:28147	ENSG00000175376	EIF1AD	46	5.631	0.498	0.0034032	1.186	90	0.957122222222222	49	0.616326530612245	4	0	0	0	5	3	1	0	0	0.00129297450052531
HGNC:17397	ENSG00000175334	BANF1	46	1.921	0.27	0.6518	0.872	90	0.957122222222222	36	0.877777777777778	7	0	0	0	9	5	1	0	0	0.107879829153391
HGNC:2478	ENSG00000175315	CST6	47	1.497	0.45	0.37188	0.995	35	0.833485714285714	80	0.65	8	8	4	1	3	2	1	0	0	0.112586370810548
HGNC:17116	ENSG00000175294	CATSPER1	46	9.727	2.343	1.008e-11	0.99	12	1.09241666666667	88	1.59772727272727	3	2	1	1	6	3	1	0	0	0.000498114093830221
HGNC:24144	ENSG00000175229	GAL3ST3	48	8.396	1.296	1.9296e-08	1.792	16	1.7818125	104	1.17115384615385	2	5	3	1	8	4	1	0	0	0.000143575401687323
HGNC:10769	ENSG00000087365	SF3B2	48	18.579	2.688	0.99992	0.222	86	1.31574418604651	83	0.575903614457831	6	5	3	1	10	5	1	0	1	0.00671467659201245
HGNC:30032	ENSG00000175115	PACS1	48	174.472	2.892	0.99999	0.185	109	1.12962385321101	107	5.37943925233645	10	9	5	1	8	4	1	0	1	0.0830328012846246
HGNC:20716	ENSG00000174996	KLC2	46	10.566	1.869	0.97506	0.315	104	1.50441346153846	42	0.371428571428571	7	7	4	1	9	5	1	0	1	0.0466424333910453
HGNC:18370	ENSG00000174903	RAB1B	46	8.902	0.606	0.88438	0.416	112	1.33064285714286	22	0.390909090909091	4	0	0	0	10	5	1	0	0	0.177686588832123
HGNC:28744	ENSG00000174871	CNIH2	46	7.126	0.483	0.95171	0.314	61	1.82475409836066	106	2.46981132075472	4	2	1	1	9	5	1	0	1	0.154263826572919
HGNC:16688	ENSG00000174851	YIF1A	44	4.565	0.882	6.1818e-10	1.584	128	1.5776015625	21	0.342857142857143	7	8	4	1	7	4	1	0	0	0.000213084642382008
HGNC:28497	ENSG00000179292	TMEM151A	44	4.77	1.407	0.0029247	0.943	30	1.4954	109	2.6954128440367	4	3	2	1	1	1	1	0	0	0.00938841611006786
HGNC:18219	ENSG00000174807	CD248	44	2.55	2.274	0.059017	0.575	97	1.74743298969072	109	3.18715596330275	8	10	5	1	2	1	1	0	0	0.022256593304755
HGNC:18749	ENSG00000174791	RIN1	43	6.599	2.352	3.5054e-07	0.923	125	1.742928	108	4.03888888888889	4	4	2	1	6	3	1	0	0	0.0206921386602072
HGNC:17262	ENSG00000174744	BRMS1	44	7.792	0.873	1.579e-07	1.136	122	1.47377049180328	11	0.454545454545455	3	5	3	1	8	4	1	0	0	0.0129271092753907
HGNC:15685	ENSG00000174684	B4GAT1	44	2.255	1.248	NA	NA	116	1.42285344827586	89	0.746067415730337	3	0	0	0	6	3	1	0	NA	NA
HGNC:11004	ENSG00000174669	SLC29A2	43	9.693	1.371	3.2307e-14	1.411	101	1.4359900990099	78	0.78974358974359	8	10	5	1	1	1	1	0	0	0.000209545790089318
HGNC:18983	ENSG00000174576	NPAS4	36	5.703	2.409	0.97335	0.318	21	2.29185714285714	74	0.47027027027027	1	2	1	1	2	1	1	1	1	0.265126256646358
HGNC:14042	ENSG00000174547	MRPL11	35	31.663	0.579	1.5371e-06	1.875	98	1.27485714285714	0	0	1	0	0	0	10	5	1	0	0	2.78391076268907e-05
HGNC:30010	ENSG00000174516	PELI3	35	11.01	1.41	0.0094922	0.658	95	1.36338947368421	54	0.322222222222222	1	8	4	1	6	3	1	0	0	0.0402803003305398
HGNC:3008	ENSG00000254986	DPP3	36	29.644	2.271	6.7954e-11	0.807	60	1.36813333333333	8	0.225	2	0	0	0	7	4	1	0	0	0.000868323790363401
HGNC:966	ENSG00000174483	BBS1	35	23.007	1.782	3.4063e-12	0.981	54	1.66137037037037	23	0.217391304347826	1	2	1	1	7	4	1	0	0	0.0108599578585246
HGNC:27387	ENSG00000174165	ZDHHC24	33	25.598	0.855	0.0004208	1.412	67	1.11019402985075	99	1.03838383838384	4	0	0	0	2	1	1	0	0	0.000543930973625023
HGNC:165	ENSG00000248746	ACTN3	33	16.939	2.835	NA	NA	59	1.14342372881356	0	0	1	0	0	0	8	4	1	0	NA	NA
HGNC:2531	ENSG00000174080	CTSF	32	5.415	1.518	1.9431e-13	1.201	42	1.15438095238095	85	0.889411764705882	3	9	5	1	7	4	1	0	0	0.0160320666617997
HGNC:25579	ENSG00000182791	CCDC87	31	2.887	2.55	3.5141e-14	1.405	85	0.903235294117647	7	0.2	2	0	0	0	3	2	1	0	0	4.92470760269546e-05
HGNC:1613	ENSG00000173992	CCS	31	12.866	0.825	8.6291e-08	1.373	85	0.903235294117647	71	1.11549295774648	4	8	4	1	7	4	1	0	0	0.000143932026462828
HGNC:14219	ENSG00000239306	RBM14	31	13.308	2.01	0.99843	0.204	93	0.703279569892473	5	0.48	4	10	5	1	7	4	1	0	1	0.264312577602262
HGNC:38840	ENSG00000248643	RBM14-RBM4	31	29.843	1.02	0.98438	0.237	93	0.703279569892473	12	0.366666666666667	0	0	0	0	0	0	0	0	1	0.217329239360254
HGNC:9901	ENSG00000173933	RBM4	32	29.707	1.095	0.99005	0.216	58	0.980844827586207	26	0.338461538461538	1	0	0	0	8	4	1	0	1	0.189940208325423
HGNC:28842	ENSG00000173914	RBM4B	32	12.889	1.08	0.02359	0.769	41	1.3500487804878	63	0.40952380952381	1	0	0	0	7	4	1	0	0	0.0132782273386588
HGNC:11276	ENSG00000173898	SPTBN2	32	62.173	7.194	9.9268e-05	0.357	21	1.10804761904762	88	1.03863636363636	9	2	1	1	10	5	1	0	0	0.0657581686957062
HGNC:26197	ENSG00000173715	C11orf80	32	99.065	1.887	2.0062e-09	0.962	76	1.37296052631579	84	0.538095238095238	3	5	3	1	2	1	1	0	0	0.0139487429150568
HGNC:13721	ENSG00000173653	RCE1	29	3.717	0.99	0.15955	0.62	110	1.13799090909091	7	0.228571428571429	2	1	1	1	6	3	1	0	0	0.216360292550719
HGNC:8636	ENSG00000173599	PC	35	109.969	3.537	0.013834	0.435	113	1.26163716814159	110	2.8	7	9	5	1	9	5	1	0	0	0.0382096298018926
HGNC:28456	ENSG00000173621	LRFN4	27	3.828	1.908	0.91295	0.387	96	1.086875	36	0.594444444444444	4	7	4	1	6	3	1	0	1	0.189121685604513
HGNC:34442	ENSG00000173237	C11orf86	35	1.732	0.351	6.5689e-06	1.897	43	1.51074418604651	57	0.628070175438596	3	0	0	0	0	0	0	0	0	NA
HGNC:18381	ENSG00000173227	SYT12	35	44.085	1.266	1.7402e-05	1.018	38	1.59684210526316	111	3.75675675675676	5	3	2	1	5	3	1	0	0	0.000312914393232199
HGNC:670	ENSG00000173156	RHOD	34	15.17	0.633	0.015921	1.086	84	1.8485	105	1.86095238095238	3	6	3	1	10	5	1	0	0	0.00666383292585428
HGNC:13606	ENSG00000173120	KDM2A	31	138.819	3.489	1	0.045	124	1.44161290322581	104	1.21538461538462	8	5	3	1	6	3	1	1	1	0.473909953222818
HGNC:289	ENSG00000173020	GRK2	31	20.083	2.07	0.99998	0.178	129	2.56558914728682	111	8.40720720720721	8	9	5	1	9	5	1	0	1	0.18374349801721
HGNC:27880	ENSG00000172932	ANKRD13D	31	13.185	1.818	0.34912	0.428	121	1.93714876033058	111	4.36216216216216	5	6	3	1	4	2	1	0	0	0.305502472897164
HGNC:30581	ENSG00000172830	SSH3	31	9.129	1.98	3.4726e-14	1.018	115	1.93095652173913	78	1.48974358974359	3	4	2	1	4	2	1	0	0	0.000239317622668301
HGNC:9827	ENSG00000172613	RAD9A	31	80.539	1.176	4.0279e-06	1.052	123	1.70173170731707	62	0.454838709677419	1	0	0	0	9	5	1	0	0	0.0121779848658269
HGNC:14106	ENSG00000175482	POLD4	29	6.2	0.324	0.1451	1.073	130	1.45428461538462	94	1.23191489361702	7	0	0	0	9	5	1	0	0	0.114650163921352
HGNC:17412	ENSG00000175505	CLCF1	29	10.009	0.678	0.94791	0.321	123	1.5859593495935	111	5.59279279279279	2	8	4	1	8	4	1	0	1	0.16740248477895
HGNC:9281	ENSG00000172531	PPP1CA	29	23.002	1.026	0.98588	0.274	114	1.67967543859649	23	0.321739130434783	7	9	5	1	10	5	1	0	1	0.23771060643911
HGNC:24702	ENSG00000175463	TBC1D10C	29	6.174	1.341	0.15364	0.505	90	1.90714444444444	108	6.96111111111111	6	10	5	1	3	2	1	0	0	0.0337470457298357
HGNC:29268	ENSG00000172508	CARNS1	29	10.639	2.853	2.0274e-06	0.865	61	1.84196721311475	105	5.66285714285714	5	7	4	1	1	1	1	0	0	0.00342071348731937
HGNC:10437	ENSG00000175634	RPS6KB2	29	6.941	1.449	5.9588e-21	1.542	120	1.61169166666667	0	0	2	2	1	1	8	4	1	0	0	0.00105391399117124
HGNC:9667	ENSG00000213402	PTPRCAP	29	2.172	0.621	0.54001	1.226	68	1.78641176470588	110	7.17636363636364	3	9	5	1	4	2	1	0	0	0.0744726435094351
HGNC:2253	ENSG00000172725	CORO1B	29	8.311	1.47	4.5885e-05	0.779	120	1.37928333333333	39	0.456410256410256	5	4	2	1	9	5	1	0	0	0.0421721497505461
HGNC:23622	ENSG00000175514	GPR152	29	1.428	1.413	0.00037983	1.441	48	1.452875	109	6.2954128440367	0	0	0	0	0	0	0	0	0	0.000237568568064705
HGNC:1386	ENSG00000175544	CABP4	29	9.346	0.828	1.6786e-10	1.541	12	1.89958333333333	106	4.01509433962264	5	0	0	0	3	2	1	0	0	0.00019198311765628
HGNC:26142	ENSG00000172663	TMEM134	28	7.562	0.588	2.0372e-10	1.877	122	1.36029508196721	76	0.802631578947368	3	8	4	1	3	2	1	0	0	3.35040254582238e-06
HGNC:358	ENSG00000110711	AIP	28	22.98	0.993	0.36163	0.518	112	1.29757142857143	94	1.40212765957447	3	9	5	1	7	4	1	0	0	0.0338695978431133
HGNC:9003	ENSG00000110697	PITPNM1	28	14.495	3.735	0.0013838	0.433	108	0.892277777777778	48	0.383333333333333	3	8	4	1	4	2	1	0	0	0.0447032151875656
HGNC:30833	ENSG00000167797	CDK2AP2	28	2.152	0.381	0.78801	0.583	101	0.813009900990099	33	0.581818181818182	9	0	0	0	4	2	1	0	0	0.112604449046041
HGNC:1385	ENSG00000167791	CABP2	28	5.605	0.663	0.0025355	0.971	1	0.278	0	0	1	0	0	0	4	2	1	0	0	0.000358241166185699
HGNC:4638	ENSG00000084207	GSTP1	29	2.914	0.633	0.014155	0.853	107	1.01192523364486	40	0.3	14	8	4	1	9	5	1	0	0	0.0312016793910204
HGNC:7716	ENSG00000167792	NDUFV1	29	6.901	1.395	6.3562e-11	1.211	101	1.07654455445545	26	0.207692307692308	2	5	3	1	9	5	1	0	0	0.000754797042826069
HGNC:8055	ENSG00000167799	NUDT8	29	1.999	0.711	8.0897e-05	1.805	88	0.909795454545455	20	0.26	1	5	3	1	2	1	1	0	0	0.113895254665293
HGNC:11593	ENSG00000167800	TBX10	29	8.46	1.158	2.0686e-08	1.362	8	1.7855	91	1.15824175824176	1	0	0	0	0	0	0	1	0	0.027519267513251
HGNC:24104	ENSG00000132744	ACY3	29	8.175	0.96	5.4152e-06	1.426	60	1.31265	108	3.18518518518519	8	3	2	1	3	2	1	0	0	0.0107948536795255
HGNC:411	ENSG00000132746	ALDH3B2	29	19.064	1.158	3.1881e-13	1.656	20	1.44975	49	0.853061224489796	5	0	0	0	5	3	1	0	0	0.000785947976223118
HGNC:13481	ENSG00000110057	UNC93B1	17	13.881	1.794	0.1428	0.51	112	1.238125	76	0.734210526315789	3	0	0	0	6	3	1	0	0	0.0537260992459511
HGNC:410	ENSG00000006534	ALDH3B1	16	20.701	1.407	6.2437e-06	0.995	119	1.21234453781513	0	0	4	0	0	0	5	3	1	0	0	0.00147503980425851
HGNC:7715	ENSG00000110717	NDUFS8	14	6.027	0.633	0.16592	0.738	122	1.1115	53	0.875471698113208	4	0	0	0	9	5	1	0	0	0.0308430068270793
HGNC:11647	ENSG00000110719	TCIRG1	14	11.87	2.493	2.3981e-13	0.866	123	1.12338211382114	82	1.18780487804878	4	9	5	1	8	4	1	0	0	0.000646618729613161
