ENSGID	CHR	START	END	TSS	STRAND	NAME	TYPE
ENSG00000111262	12	5019071	5027422	5019071	+	KCNA1	protein_coding
ENSG00000130037	12	5153045	5155954	5153045	+	KCNA5	protein_coding
ENSG00000185652	12	5541274	5630702	5541274	+	NTF3	protein_coding
ENSG00000047617	12	5641035	6055398	6055398	-	ANO2	protein_coding
ENSG00000110799	12	6058043	6233936	6233936	-	VWF	protein_coding
ENSG00000010278	12	6308881	6347437	6308881	+	CD9	protein_coding
ENSG00000008323	12	6419602	6437672	6419602	+	PLEKHG6	protein_coding
ENSG00000067182	12	6437923	6451280	6451280	-	TNFRSF1A	protein_coding
ENSG00000111319	12	6456009	6486896	6486896	-	SCNN1A	protein_coding
ENSG00000111321	12	6484211	6500737	6484211	+	LTBR	protein_coding
ENSG00000139193	12	6554121	6560884	6554121	+	CD27	protein_coding
ENSG00000139192	12	6560856	6575683	6560856	+	TAPBPL	protein_coding
ENSG00000139190	12	6571403	6579843	6579843	-	VAMP1	protein_coding
ENSG00000111639	12	6601052	6603007	6603007	-	MRPL51	protein_coding
ENSG00000010292	12	6602522	6641121	6602522	+	NCAPD2	protein_coding
ENSG00000111640	12	6643678	6647540	6643678	+	GAPDH	protein_coding
ENSG00000010295	12	6648127	6665239	6665239	-	IFFO1	protein_coding
ENSG00000111641	12	6666029	6677857	6677857	-	NOP2	protein_coding
ENSG00000285238	12	6666052	6716533	6716533	-	ENSG00000285238	protein_coding
ENSG00000111642	12	6679248	6723690	6723690	-	CHD4	protein_coding
ENSG00000184574	12	6728001	6745126	6745126	-	LPAR5	protein_coding
ENSG00000111644	12	6747241	6756599	6756599	-	ACRBP	protein_coding
ENSG00000111653	12	6759467	6772308	6772308	-	ING4	protein_coding
ENSG00000126746	12	6775643	6798738	6798738	-	ZNF384	protein_coding
ENSG00000139200	12	6802957	6809981	6809981	-	PIANP	protein_coding
ENSG00000111652	12	6833180	6841041	6833180	+	COPS7A	protein_coding
ENSG00000089693	12	6857162	6876641	6876641	-	MLF2	protein_coding
ENSG00000159335	12	6874682	6880118	6874682	+	PTMS	protein_coding
ENSG00000089692	12	6881678	6887621	6881678	+	LAG3	protein_coding
ENSG00000010610	12	6896024	6929965	6896024	+	CD4	protein_coding
ENSG00000250510	12	6930790	6939136	6930790	+	GPR162	protein_coding
ENSG00000110811	12	6937572	6949011	6937572	+	P3H3	protein_coding
ENSG00000111664	12	6949118	6956557	6949118	+	GNB3	protein_coding
ENSG00000111665	12	6953957	6960456	6960456	-	CDCA3	protein_coding
ENSG00000111667	12	6961312	6975796	6961312	+	USP5	protein_coding
ENSG00000111669	12	6976283	6980112	6976283	+	TPI1	protein_coding
ENSG00000111671	12	6980099	6998522	6998522	-	SPSB2	protein_coding
ENSG00000010626	12	6982733	7023405	6982733	+	LRRC23	protein_coding
ENSG00000111674	12	7022909	7032861	7022909	+	ENO2	protein_coding
ENSG00000111676	12	7033626	7051484	7033626	+	ATN1	protein_coding
ENSG00000111678	12	7052141	7055166	7052141	+	C12orf57	protein_coding
ENSG00000111679	12	7055631	7070479	7055631	+	PTPN6	protein_coding
ENSG00000215021	12	7074490	7079943	7079943	-	PHB2	protein_coding
ENSG00000126749	12	7080076	7089098	7080076	+	EMG1	protein_coding
ENSG00000290146	12	7080084	7105520	7080084	+	ENSG00000290146	protein_coding
ENSG00000111684	12	7085347	7125781	7125781	-	LPCAT3	protein_coding
ENSG00000182326	12	7096351	7178336	7096351	+	C1S	protein_coding
ENSG00000159403	12	7187513	7245203	7245203	-	C1R	protein_coding
ENSG00000139178	12	7242183	7261834	7261834	-	C1RL	protein_coding
ENSG00000139194	12	7268332	7281485	7281485	-	RBP5	protein_coding
ENSG00000139182	12	7282294	7311541	7282294	+	CLSTN3	protein_coding
ENSG00000139197	12	7341281	7371170	7341281	+	PEX5	protein_coding
ENSG00000215009	12	7456668	7481315	7456668	+	ACSM4	protein_coding
ENSG00000177675	12	7499281	7632493	7632493	-	CD163L1	protein_coding
ENSG00000177575	12	7623407	7656489	7656489	-	CD163	protein_coding
ENSG00000111701	12	7801996	7818504	7818504	-	APOBEC1	protein_coding
ENSG00000184344	12	7842380	7848371	7848371	-	GDF3	protein_coding
ENSG00000187569	12	7864029	7870155	7864029	+	DPPA3	protein_coding
ENSG00000198178	12	7881979	7904201	7904201	-	CLEC4C	protein_coding
ENSG00000205857	12	7917812	7926717	7917812	+	NANOGNB	protein_coding
ENSG00000111704	12	7940390	7951742	7940390	+	NANOG	protein_coding
ENSG00000173262	12	7965108	8043744	8043744	-	SLC2A14	protein_coding
ENSG00000059804	12	8071826	8171603	8171603	-	SLC2A3	protein_coding
ENSG00000065970	12	8185312	8208113	8185312	+	FOXJ2	protein_coding
ENSG00000171860	12	8209440	8218955	8218955	-	C3AR1	protein_coding
ENSG00000089818	12	8229535	8250477	8229535	+	NECAP1	protein_coding
ENSG00000111729	12	8276213	8291203	8276213	+	CLEC4A	protein_coding
ENSG00000284393	12	8290736	8327916	8290736	+	ENSG00000284393	protein_coding
ENSG00000196946	12	8309611	8341133	8309611	+	ZNF705A	protein_coding
ENSG00000171847	12	8373856	8380214	8380214	-	FAM90A1	protein_coding
ENSG00000205846	12	8608558	8630926	8608558	+	CLEC6A	protein_coding
ENSG00000166527	12	8662071	8674962	8662071	+	CLEC4D	protein_coding
ENSG00000166523	12	8685901	8693501	8693501	-	CLEC4E	protein_coding
ENSG00000111732	12	8754751	8765838	8765838	-	AICDA	protein_coding
ENSG00000197614	12	8789942	8815484	8815484	-	MFAP5	protein_coding
ENSG00000166532	12	8834196	8935691	8834196	+	RIMKLB	protein_coding
ENSG00000166535	12	8975217	9039597	8975217	+	A2ML1	protein_coding
ENSG00000111752	12	9066492	9094063	9066492	+	PHC1	protein_coding
ENSG00000003056	12	9092959	9102551	9102551	-	M6PR	protein_coding
ENSG00000139187	12	9102640	9163356	9102640	+	KLRG1	protein_coding
ENSG00000175899	12	9220260	9268825	9268825	-	A2M	protein_coding
ENSG00000126838	12	9301436	9360991	9360991	-	PZP	protein_coding
ENSG00000111796	12	9747147	9760512	9760512	-	KLRB1	protein_coding
ENSG00000069493	12	9817565	9852149	9817565	+	CLEC2D	protein_coding
ENSG00000110848	12	9905082	9913497	9913497	-	CD69	protein_coding
ENSG00000150045	12	9980077	9997606	9980077	+	KLRF1	protein_coding
ENSG00000110852	12	10004968	10021985	10021985	-	CLEC2B	protein_coding
ENSG00000256797	12	10034088	10048432	10034088	+	KLRF2	protein_coding
ENSG00000188393	12	10051272	10084969	10084969	-	CLEC2A	protein_coding
ENSG00000172322	12	10103915	10148293	10103915	+	CLEC12A	protein_coding
ENSG00000165682	12	10138241	10166023	10166023	-	CLEC1B	protein_coding
ENSG00000256660	12	10163226	10171395	10163226	+	CLEC12B	protein_coding
ENSG00000197992	12	10183277	10218630	10183277	+	CLEC9A	protein_coding
ENSG00000150048	12	10222153	10264226	10264226	-	CLEC1A	protein_coding
ENSG00000172243	12	10269376	10282857	10282857	-	CLEC7A	protein_coding
ENSG00000173391	12	10310900	10324737	10324737	-	OLR1	protein_coding
ENSG00000165685	12	10323141	10344403	10323141	+	TMEM52B	protein_coding
ENSG00000139112	12	10365057	10375727	10365057	+	GABARAPL1	protein_coding
ENSG00000134539	12	10378657	10482207	10378657	+	KLRD1	protein_coding
ENSG00000213809	12	10524952	10544473	10544473	-	KLRK1	protein_coding
ENSG00000255819	12	10524952	10562745	10562745	-	KLRC4-KLRK1	protein_coding
ENSG00000183542	12	10555658	10562356	10562356	-	KLRC4	protein_coding
ENSG00000255641	12	10564911	10588600	10588600	-	ENSG00000255641	protein_coding
ENSG00000205810	12	10564914	10573194	10573194	-	KLRC3	protein_coding
ENSG00000205809	12	10579453	10594899	10594899	-	KLRC2	protein_coding
ENSG00000134545	12	10594863	10607284	10607284	-	KLRC1	protein_coding
ENSG00000180574	12	10658201	10675734	10658201	+	EIF2S3B	protein_coding
ENSG00000111196	12	10756789	10766208	10766208	-	MAGOHB	protein_coding
ENSG00000060140	12	10771522	10826917	10826917	-	STYK1	protein_coding
ENSG00000060138	12	10851688	10875922	10875922	-	YBX3	protein_coding
ENSG00000121377	12	10954131	10955226	10955226	-	TAS2R7	protein_coding
ENSG00000121314	12	10958650	10959885	10959885	-	TAS2R8	protein_coding
ENSG00000121381	12	10961693	10962767	10962767	-	TAS2R9	protein_coding
ENSG00000231887	12	10977559	11324207	11324207	-	PRH1	protein_coding
ENSG00000121318	12	10977818	10978957	10978957	-	TAS2R10	protein_coding
ENSG00000111215	12	10998448	11002074	11002074	-	PRR4	protein_coding
ENSG00000275778	12	10998448	11324199	11324199	-	ENSG00000275778	protein_coding
ENSG00000212128	12	11060525	11062161	11062161	-	TAS2R13	protein_coding
ENSG00000134551	12	11081835	11087444	11081835	+	PRH2	protein_coding
ENSG00000212127	12	11090007	11324172	11324172	-	TAS2R14	protein_coding
ENSG00000212126	12	11138512	11139511	11139511	-	TAS2R50	protein_coding
ENSG00000255837	12	11148560	11150903	11150903	-	TAS2R20	protein_coding
ENSG00000212124	12	11174218	11175219	11175219	-	TAS2R19	protein_coding
ENSG00000256436	12	11182986	11184006	11184006	-	TAS2R31	protein_coding
ENSG00000268301	12	11187087	11187275	11187087	+	AC018630.1	protein_coding
ENSG00000226761	12	11213964	11214893	11214893	-	TAS2R46	protein_coding
ENSG00000255374	12	11243886	11244912	11244912	-	TAS2R43	protein_coding
ENSG00000256188	12	11285557	11287243	11287243	-	TAS2R30	protein_coding
ENSG00000256537	12	11323793	11328615	11323793	+	SMIM10L1	protein_coding
ENSG00000186136	12	11338599	11339543	11339543	-	TAS2R42	protein_coding
ENSG00000197870	12	11418847	11422641	11422641	-	PRB3	protein_coding
ENSG00000230657	12	11460011	11463370	11463370	-	PRB4	protein_coding
ENSG00000251655	12	11504757	11508525	11508525	-	PRB1	protein_coding
ENSG00000121335	12	11544474	11653975	11653975	-	PRB2	protein_coding
ENSG00000139083	12	11802608	12048311	11802608	+	ETV6	protein_coding
ENSG00000121380	12	12202778	12364018	12202778	+	BCL2L14	protein_coding
ENSG00000070018	12	12268959	12419978	12419978	-	LRP6	protein_coding
ENSG00000111261	12	12478990	12503176	12503176	-	MANSC1	protein_coding
ENSG00000165714	12	12510012	12624167	12510012	+	BORCS5	protein_coding
ENSG00000111266	12	12626216	12715797	12715797	-	DUSP16	protein_coding
ENSG00000111269	12	12764761	12798042	12764761	+	CREBL2	protein_coding
ENSG00000183150	12	12813824	12849141	12849141	-	GPR19	protein_coding
ENSG00000111276	12	12838432	12875303	12838432	+	CDKN1B	protein_coding
ENSG00000178878	12	12878851	12982909	12878851	+	APOLD1	protein_coding
ENSG00000213782	12	12966250	12982915	12966250	+	DDX47	protein_coding
ENSG00000013588	12	13043716	13070871	13043716	+	GPRC5A	protein_coding
ENSG00000111291	12	13093509	13105104	13105104	-	GPRC5D	protein_coding
ENSG00000013583	12	13127804	13153199	13153199	-	HEBP1	protein_coding
ENSG00000084444	12	13197315	13295455	13197315	+	FAM234B	protein_coding
ENSG00000111305	12	13236466	13256617	13256617	-	GSG1	protein_coding
ENSG00000289766	12	13241718	13256418	13256418	-	ENSG00000289766	protein_coding
ENSG00000134531	12	13349657	13372875	13349657	+	EMP1	protein_coding
ENSG00000273079	12	13590876	14134936	14134936	-	GRIN2B	protein_coding
ENSG00000293563	12	14132862	14133829	14133829	-	ENSG00000293563	protein_coding
ENSG00000171681	12	14518610	14655865	14518610	+	ATF7IP	protein_coding
ENSG00000121316	12	14656595	14720817	14720817	-	PLBD1	protein_coding
ENSG00000070019	12	14765566	14849533	14849533	-	GUCY2C	protein_coding
ENSG00000197837	12	14920933	14924065	14924065	-	H4C16	protein_coding
ENSG00000246705	12	14927339	14930936	14927339	+	H2AJ	protein_coding
ENSG00000084463	12	14937516	14956420	14956420	-	WBP11	protein_coding
ENSG00000182993	12	14956600	15059520	14956600	+	C12orf60	protein_coding
ENSG00000179256	12	14957584	14967116	14967116	-	SMCO3	protein_coding
ENSG00000111339	12	14978503	14996460	14996460	-	ART4	protein_coding
ENSG00000111341	12	15033798	15038791	15038791	-	MGP	protein_coding
ENSG00000139055	12	15066973	15091471	15091471	-	ERP27	protein_coding
ENSG00000111348	12	15094965	15114662	15114662	-	ARHGDIB	protein_coding
ENSG00000139053	12	15125976	15134799	15125976	+	PDE6H	protein_coding
ENSG00000134533	12	15260717	15501609	15501609	-	RERG	protein_coding
ENSG00000151490	12	15475191	15755109	15475191	+	PTPRO	protein_coding
ENSG00000151491	12	15773068	16035263	16035263	-	EPS8	protein_coding
ENSG00000023734	12	16035321	16056412	16035321	+	STRAP	protein_coding
ENSG00000023697	12	16064236	16190315	16064236	+	DERA	protein_coding
ENSG00000188991	12	16341419	16430619	16430619	-	SLC15A5	protein_coding
ENSG00000008394	12	16500076	16762193	16500076	+	MGST1	protein_coding
ENSG00000048540	12	16701306	16763528	16763528	-	LMO3	protein_coding
ENSG00000111404	12	18233803	18473041	18473041	-	RERGL	protein_coding
ENSG00000139144	12	18395895	18801350	18395895	+	PIK3C2G	protein_coding
ENSG00000139151	12	18836103	18891034	18891034	-	PLCZ1	protein_coding
ENSG00000177938	12	18891053	18892122	18891053	+	CAPZA3	protein_coding
ENSG00000052126	12	19282603	19529334	19282603	+	PLEKHA5	protein_coding
ENSG00000139154	12	19556979	19873735	19556979	+	AEBP2	protein_coding
ENSG00000172572	12	20521471	20841517	20521471	+	PDE3A	protein_coding
ENSG00000139155	12	20848266	20906320	20848266	+	SLCO1C1	protein_coding
ENSG00000111700	12	20963636	21069845	20963636	+	SLCO1B3	protein_coding
ENSG00000257046	12	20968608	21243179	20968608	+	SLCO1B3-SLCO1B7	protein_coding
ENSG00000257062	12	21200113	21329829	21200113	+	ENSG00000257062	protein_coding
ENSG00000134538	12	21284128	21392730	21284128	+	SLCO1B1	protein_coding
ENSG00000084453	12	21417534	21572528	21572528	-	SLCO1A2	protein_coding
ENSG00000121351	12	21507893	21532914	21507893	+	IAPP	protein_coding
ENSG00000121350	12	21590549	21624184	21590549	+	PYROXD1	protein_coding
ENSG00000004700	12	21621844	21654603	21654603	-	RECQL	protein_coding
ENSG00000111711	12	21654715	21671342	21654715	+	GOLT1B	protein_coding
ENSG00000134548	12	21679230	21694183	21679230	+	SPX	protein_coding
ENSG00000111713	12	21689041	21757781	21757781	-	GYS2	protein_coding
ENSG00000285854	12	21689137	21810732	21810732	-	ENSG00000285854	protein_coding
ENSG00000111716	12	21788276	21910791	21910791	-	LDHB	protein_coding
ENSG00000121361	12	21917889	21928534	21928534	-	KCNJ8	protein_coding
ENSG00000069431	12	21950323	22095477	22095477	-	ABCC9	protein_coding
ENSG00000111726	12	22199152	22218608	22199152	+	CMAS	protein_coding
ENSG00000111728	12	22216707	22589975	22589975	-	ST8SIA1	protein_coding
ENSG00000111731	12	22601517	22697480	22697480	-	C2CD5	protein_coding
ENSG00000139163	12	22778009	22843599	22778009	+	ETNK1	protein_coding
ENSG00000134532	12	23682438	24715478	24715478	-	SOX5	protein_coding
ENSG00000060982	12	24962958	25102035	25102035	-	BCAT1	protein_coding
ENSG00000118308	12	25157276	25261269	25157276	+	IRAG2	protein_coding
ENSG00000118307	12	25261223	25348096	25348096	-	DNAI7	protein_coding
ENSG00000205707	12	25348150	25362579	25348150	+	ETFRF1	protein_coding
ENSG00000133703	12	25358180	25403870	25403870	-	KRAS	protein_coding
ENSG00000152936	12	25562241	25801513	25801513	-	LMNTD1	protein_coding
ENSG00000123094	12	26111165	26232825	26111165	+	RASSF8	protein_coding
ENSG00000123095	12	26272963	26277970	26277970	-	BHLHE41	protein_coding
ENSG00000123096	12	26274924	26452223	26274924	+	SSPN	protein_coding
ENSG00000123104	12	26488285	26986127	26986127	-	ITPR2	protein_coding
ENSG00000064102	12	27058114	27091259	27091259	-	INTS13	protein_coding
ENSG00000111790	12	27091403	27119583	27091403	+	FGFR1OP2	protein_coding
ENSG00000064115	12	27124512	27167367	27167367	-	TM7SF3	protein_coding
ENSG00000152944	12	27175479	27219276	27175479	+	MED21	protein_coding
ENSG00000214700	12	27233990	27235511	27235511	-	C12orf71	protein_coding
ENSG00000211455	12	27396901	27478892	27396901	+	STK38L	protein_coding
ENSG00000029153	12	27485769	27578222	27485769	+	BMAL2	protein_coding
ENSG00000165935	12	27599669	27655118	27599669	+	SMCO2	protein_coding
ENSG00000110841	12	27676364	27848497	27676364	+	PPFIBP1	protein_coding
ENSG00000174236	12	27849380	27850529	27849380	+	REP15	protein_coding
ENSG00000061794	12	27863755	27909228	27863755	+	MRPS35	protein_coding
ENSG00000205693	12	27915360	27933169	27933169	-	MANSC4	protein_coding
ENSG00000087448	12	27932981	27955973	27932981	+	KLHL42	protein_coding
ENSG00000087494	12	28111017	28125666	28125666	-	PTHLH	protein_coding
ENSG00000123106	12	28286182	28734444	28286182	+	CCDC91	protein_coding
ENSG00000064763	12	29301949	29494054	29301949	+	FAR2	protein_coding
ENSG00000087502	12	29490285	29534122	29534122	-	ERGIC2	protein_coding
ENSG00000187950	12	29565407	29650619	29650619	-	OVCH1	protein_coding
ENSG00000133687	12	29653773	29937692	29937692	-	TMTC1	protein_coding
ENSG00000133704	12	30781922	30848803	30848803	-	IPO8	protein_coding
ENSG00000110888	12	30862486	30976236	30976236	-	CAPRIN2	protein_coding
ENSG00000110900	12	31079362	31149537	31079362	+	TSPAN11	protein_coding
ENSG00000013573	12	31226794	31257733	31226794	+	DDX11	protein_coding
ENSG00000139146	12	31433518	31479992	31479992	-	SINHCAF	protein_coding
ENSG00000170456	12	31535160	31744070	31744070	-	DENND5B	protein_coding
ENSG00000233381	12	31767957	31805029	31805029	-	AK4P3	protein_coding
ENSG00000139160	12	31800094	31826048	31800094	+	ETFBKMT	protein_coding
ENSG00000151743	12	31824076	31882055	31882055	-	AMN1	protein_coding
ENSG00000300510	12	31902325	31908250	31902325	+	ENSG00000300510	protein_coding
ENSG00000188375	12	31944119	31945232	31945232	-	H3-5	protein_coding
ENSG00000174718	12	32112304	32146041	32112304	+	RESF1	protein_coding
ENSG00000151746	12	32259769	32536567	32259769	+	BICD1	protein_coding
ENSG00000139132	12	32552492	32798984	32552492	+	FGD4	protein_coding
ENSG00000087470	12	32832134	32898584	32832134	+	DNM1L	protein_coding
ENSG00000139131	12	32880424	32908831	32908831	-	YARS2	protein_coding
ENSG00000057294	12	32943679	33049732	33049732	-	PKP2	protein_coding
ENSG00000110975	12	33527173	33592754	33592754	-	SYT10	protein_coding
ENSG00000139133	12	34175403	34182629	34175403	+	ALG10	protein_coding
ENSG00000175548	12	38710564	38723523	38710564	+	ALG10B	protein_coding
ENSG00000139117	12	39040624	39301232	39301232	-	CPNE8	protein_coding
ENSG00000139116	12	39687030	39837192	39837192	-	KIF21A	protein_coding
ENSG00000173208	12	39943835	40013605	40013605	-	ABCD2	protein_coding
ENSG00000180116	12	40019969	40302102	40019969	+	REDIC1	protein_coding
ENSG00000151229	12	40148827	40499891	40499891	-	SLC2A13	protein_coding
ENSG00000188906	12	40590546	40763087	40590546	+	LRRK2	protein_coding
ENSG00000205592	12	40787197	40964634	40787197	+	MUC19	protein_coding
ENSG00000018236	12	41086241	41466217	41086241	+	CNTN1	protein_coding
ENSG00000165966	12	41582122	41968547	41582122	+	PDZRN4	protein_coding
ENSG00000151233	12	42475647	42538676	42538676	-	GXYLT1	protein_coding
ENSG00000015153	12	42550906	42632151	42632151	-	YAF2	protein_coding
ENSG00000134283	12	42632249	42853517	42632249	+	PPHLN1	protein_coding
ENSG00000139168	12	42705888	42720059	42720059	-	ZCRB1	protein_coding
ENSG00000139174	12	42850559	42984157	42984157	-	PRICKLE1	protein_coding
ENSG00000173157	12	43747669	43946006	43946006	-	ADAMTS20	protein_coding
ENSG00000129317	12	44112795	44152596	44152596	-	PUS7L	protein_coding
ENSG00000198001	12	44152747	44192110	44152747	+	IRAK4	protein_coding
ENSG00000151239	12	44187526	44200131	44200131	-	TWF1	protein_coding
ENSG00000139173	12	44229770	44783545	44229770	+	TMEM117	protein_coding
ENSG00000184613	12	44902058	45315631	45315631	-	NELL2	protein_coding
ENSG00000185610	12	45408455	45444882	45444882	-	DBX2	protein_coding
ENSG00000177119	12	45609770	45876063	45609770	+	ANO6	protein_coding
ENSG00000189079	12	46123489	46301823	46123489	+	ARID2	protein_coding
ENSG00000139218	12	46312914	46385903	46385903	-	SCAF11	protein_coding
ENSG00000111371	12	46576846	46663800	46663800	-	SLC38A1	protein_coding
ENSG00000134294	12	46751971	46766556	46766556	-	SLC38A2	protein_coding
ENSG00000139209	12	47158544	47226191	47226191	-	SLC38A4	protein_coding
ENSG00000139211	12	47469490	47473742	47473742	-	AMIGO2	protein_coding
ENSG00000179715	12	47473386	47630445	47473386	+	PCED1B	protein_coding
ENSG00000005175	12	48055032	48099813	48099813	-	RPAP3	protein_coding
ENSG00000111405	12	48103517	48119350	48119350	-	ENDOU	protein_coding
ENSG00000079337	12	48128146	48164823	48164823	-	RAPGEF3	protein_coding
ENSG00000211584	12	48147699	48176534	48147699	+	SLC48A1	protein_coding
ENSG00000061273	12	48176505	48226915	48226915	-	HDAC7	protein_coding
ENSG00000111424	12	48235320	48336831	48336831	-	VDR	protein_coding
ENSG00000134291	12	48357352	48362661	48357352	+	TMEM106C	protein_coding
ENSG00000139219	12	48366750	48398337	48398337	-	COL2A1	protein_coding
ENSG00000079387	12	48433567	48499862	48499862	-	SENP1	protein_coding
ENSG00000152556	12	48498922	48540187	48498922	+	PFKM	protein_coding
ENSG00000177981	12	48541572	48574996	48574996	-	ASB8	protein_coding
ENSG00000177875	12	48577427	48579709	48577427	+	CCDC184	protein_coding
ENSG00000172640	12	48596122	48597075	48597075	-	OR10AD1	protein_coding
ENSG00000187166	12	48722763	48724062	48722763	+	H1-7	protein_coding
ENSG00000167528	12	48730963	48745197	48745197	-	ZNF641	protein_coding
ENSG00000139223	12	48866342	48867405	48866342	+	ANP32D	protein_coding
ENSG00000177627	12	48876281	48890307	48876281	+	C12orf54	protein_coding
ENSG00000284723	12	48919415	48920353	48919415	+	OR8S1	protein_coding
ENSG00000198678	12	48953665	48956739	48953665	+	OR5BS1P	protein_coding
ENSG00000167531	12	48961467	48963849	48963849	-	LALBA	protein_coding
ENSG00000139620	12	49046994	49076021	49076021	-	KANSL2	protein_coding
ENSG00000129315	12	49082241	49110781	49110781	-	CCNT1	protein_coding
ENSG00000257987	12	49121218	49159573	49121218	+	SPMIP11	protein_coding
ENSG00000174233	12	49159977	49182872	49182872	-	ADCY6	protein_coding
ENSG00000167535	12	49207577	49222724	49207577	+	CACNB3	protein_coding
ENSG00000174243	12	49223539	49246625	49246625	-	DDX23	protein_coding
ENSG00000172602	12	49250928	49259653	49259653	-	RND1	protein_coding
ENSG00000272822	12	49297286	49351148	49351148	-	ENSG00000272822	protein_coding
ENSG00000139537	12	49297893	49325623	49297893	+	CCDC65	protein_coding
ENSG00000134285	12	49315301	49320257	49320257	-	FKBP11	protein_coding
ENSG00000134287	12	49329506	49351270	49351270	-	ARF3	protein_coding
ENSG00000169884	12	49359123	49365518	49365518	-	WNT10B	protein_coding
ENSG00000125084	12	49372105	49376403	49372105	+	WNT1	protein_coding
ENSG00000181418	12	49388932	49393158	49393158	-	DDN	protein_coding
ENSG00000181929	12	49396057	49412590	49412590	-	PRKAG1	protein_coding
ENSG00000288710	12	49396057	49417858	49417858	-	ENSG00000288710	protein_coding
ENSG00000167548	12	49412758	49454577	49454577	-	KMT2D	protein_coding
ENSG00000167550	12	49458459	49463808	49463808	-	RHEBL1	protein_coding
ENSG00000139549	12	49480439	49488584	49488584	-	DHH	protein_coding
ENSG00000139636	12	49490919	49504683	49504683	-	LMBR1L	protein_coding
ENSG00000123416	12	49521565	49525180	49525180	-	TUBA1B	protein_coding
ENSG00000167552	12	49578469	49583107	49583107	-	TUBA1A	protein_coding
ENSG00000167553	12	49582519	49668383	49582519	+	TUBA1C	protein_coding
ENSG00000135406	12	49688930	49692469	49688930	+	PRPH	protein_coding
ENSG00000135451	12	49717019	49725514	49717019	+	TROAP	protein_coding
ENSG00000186897	12	49726192	49730971	49730971	-	C1QL4	protein_coding
ENSG00000178401	12	49740671	49751329	49740671	+	DNAJC22	protein_coding
ENSG00000123352	12	49760367	49921208	49760367	+	SPATS2	protein_coding
ENSG00000135519	12	49932813	49952120	49932813	+	KCNH3	protein_coding
ENSG00000187778	12	49950327	49961928	49961928	-	MCRS1	protein_coding
ENSG00000110844	12	49962001	50038449	49962001	+	PRPF40B	protein_coding
ENSG00000135436	12	49976668	49999422	49999422	-	FAM186B	protein_coding
ENSG00000161791	12	50030282	50101948	50101948	-	FMNL3	protein_coding
ENSG00000139644	12	50101508	50158717	50101508	+	TMBIM6	protein_coding
ENSG00000167566	12	50184929	50222533	50222533	-	NCKAP5L	protein_coding
ENSG00000186666	12	50229826	50236889	50236889	-	BCDIN3D	protein_coding
ENSG00000135472	12	50260679	50298000	50298000	-	FAIM2	protein_coding
ENSG00000167580	12	50344520	50352661	50344520	+	AQP2	protein_coding
ENSG00000161798	12	50355655	50359465	50355655	+	AQP5	protein_coding
ENSG00000086159	12	50360977	50370922	50360977	+	AQP6	protein_coding
ENSG00000161800	12	50370706	50426919	50426919	-	RACGAP1	protein_coding
ENSG00000110881	12	50451331	50477394	50451331	+	ASIC1	protein_coding
ENSG00000066117	12	50478983	50494490	50478983	+	SMARCD1	protein_coding
ENSG00000167588	12	50497765	50505096	50497765	+	GPD1	protein_coding
ENSG00000178449	12	50505865	50514240	50505865	+	COX14	protein_coding
ENSG00000139624	12	50523072	50561316	50561316	-	CERS5	protein_coding
ENSG00000050405	12	50569571	50677303	50677303	-	LIMA1	protein_coding
ENSG00000185958	12	50720013	50790405	50790405	-	FAM186A	protein_coding
ENSG00000161813	12	50786166	50873787	50786166	+	LARP4	protein_coding
ENSG00000066084	12	50898768	51142440	50898768	+	DIP2B	protein_coding
ENSG00000123268	12	51157493	51214945	51157493	+	ATF1	protein_coding
ENSG00000186452	12	51236703	51281667	51236703	+	TMPRSS12	protein_coding
ENSG00000185432	12	51317255	51326293	51317255	+	TMT1A	protein_coding
ENSG00000289695	12	51318752	51364483	51318752	+	ENSG00000289695	protein_coding
ENSG00000214511	12	51346321	51364390	51346321	+	HIGD1C	protein_coding
ENSG00000110911	12	51373184	51422349	51422349	-	SLC11A2	protein_coding
ENSG00000050426	12	51441745	51454207	51441745	+	LETMD1	protein_coding
ENSG00000110925	12	51454988	51477447	51477447	-	CSRNP2	protein_coding
ENSG00000135457	12	51487439	51566918	51566918	-	TFCP2	protein_coding
ENSG00000184271	12	51580719	51611846	51611846	-	POU6F1	protein_coding
ENSG00000183283	12	51632508	51665146	51632508	+	DAZAP2	protein_coding
ENSG00000170545	12	51638342	51664199	51664199	-	SMAGP	protein_coding
ENSG00000110934	12	51674822	51718452	51718452	-	BIN2	protein_coding
ENSG00000139610	12	51722226	51740463	51740463	-	CELA1	protein_coding
ENSG00000139629	12	51745031	51786651	51786651	-	GALNT6	protein_coding
ENSG00000050438	12	51785101	51909547	51785101	+	SLC4A8	protein_coding
ENSG00000196876	12	51984050	52206648	51984050	+	SCN8A	protein_coding
ENSG00000284730	12	52207705	52208709	52208709	-	TMDD1	protein_coding
ENSG00000261308	12	52211683	52242502	52242502	-	FIGNL2	protein_coding
ENSG00000167612	12	52281793	52285511	52281793	+	ANKRD33	protein_coding
ENSG00000139567	12	52300692	52317145	52300692	+	ACVRL1	protein_coding
ENSG00000135503	12	52345483	52390862	52345483	+	ACVR1B	protein_coding
ENSG00000161835	12	52400730	52409673	52400730	+	TAMALIN	protein_coding
ENSG00000123358	12	52416616	52453291	52416616	+	NR4A1	protein_coding
